table_type,table_no,effective_date,trading_date,code,currency_name_pl,mid,bid,ask
A,041/A/NBP/2026,2026-03-02,,CAD,dolar kanadyjski,2.641,,
A,041/A/NBP/2026,2026-03-02,,CHF,frank szwajcarski,4.6696,,
A,041/A/NBP/2026,2026-03-02,,CLP,peso chilijskie,0.004127,,
A,041/A/NBP/2026,2026-03-02,,CNY,yuan renminbi (Chiny),0.5238,,
A,041/A/NBP/2026,2026-03-02,,CZK,korona czeska,0.1744,,
A,041/A/NBP/2026,2026-03-02,,DKK,korona duńska,0.5662,,
A,041/A/NBP/2026,2026-03-02,,EUR,euro,4.2304,,
A,041/A/NBP/2026,2026-03-02,,GBP,funt szterling,4.8215,,
A,041/A/NBP/2026,2026-03-02,,HKD,dolar Hongkongu,0.4609,,
A,041/A/NBP/2026,2026-03-02,,HUF,forint (Węgry),0.011155,,
A,041/A/NBP/2026,2026-03-02,,IDR,rupia indonezyjska,0.00021385,,
A,041/A/NBP/2026,2026-03-02,,ILS,nowy izraelski szekel,1.1713,,
A,041/A/NBP/2026,2026-03-02,,INR,rupia indyjska,0.039415,,
A,041/A/NBP/2026,2026-03-02,,ISK,korona islandzka,0.02948,,
A,041/A/NBP/2026,2026-03-02,,JPY,jen (Japonia),0.022963,,
A,041/A/NBP/2026,2026-03-02,,KRW,won południowokoreański,0.002475,,
A,041/A/NBP/2026,2026-03-02,,MXN,peso meksykańskie,0.2084,,
A,041/A/NBP/2026,2026-03-02,,MYR,ringgit (Malezja),0.9181,,
A,041/A/NBP/2026,2026-03-02,,NOK,korona norweska,0.3785,,
A,041/A/NBP/2026,2026-03-02,,NZD,dolar nowozelandzki,2.1465,,
A,041/A/NBP/2026,2026-03-02,,PHP,peso filipińskie,0.0619,,
A,041/A/NBP/2026,2026-03-02,,RON,lej rumuński,0.83,,
A,041/A/NBP/2026,2026-03-02,,SEK,korona szwedzka,0.3952,,
A,041/A/NBP/2026,2026-03-02,,SGD,dolar singapurski,2.8361,,
A,041/A/NBP/2026,2026-03-02,,THB,bat (Tajlandia),0.1146,,
A,041/A/NBP/2026,2026-03-02,,TRY,lira turecka,0.0819,,
A,041/A/NBP/2026,2026-03-02,,UAH,hrywna (Ukraina),0.0833,,
A,041/A/NBP/2026,2026-03-02,,USD,dolar amerykański,3.6056,,
A,041/A/NBP/2026,2026-03-02,,XDR,SDR (MFW),4.9266,,
A,041/A/NBP/2026,2026-03-02,,ZAR,rand (Republika Południowej Afryki),0.224,,
C,041/C/NBP/2026,2026-03-02,2026-02-27,AUD,dolar australijski,,2.5181,2.5689
C,041/C/NBP/2026,2026-03-02,2026-02-27,CAD,dolar kanadyjski,,2.5941,2.6465
C,041/C/NBP/2026,2026-03-02,2026-02-27,CHF,frank szwajcarski,,4.6099,4.7031
C,041/C/NBP/2026,2026-03-02,2026-02-27,CZK,korona czeska,,0.1726,0.176
C,041/C/NBP/2026,2026-03-02,2026-02-27,DKK,korona duńska,,0.5595,0.5709
C,041/C/NBP/2026,2026-03-02,2026-02-27,EUR,euro,,4.1808,4.2652
C,041/C/NBP/2026,2026-03-02,2026-02-27,GBP,funt szterling,,4.7664,4.8626
C,041/C/NBP/2026,2026-03-02,2026-02-27,HUF,forint (Węgry),,0.011092,0.011316
C,041/C/NBP/2026,2026-03-02,2026-02-27,JPY,jen (Japonia),,0.022692,0.02315
C,041/C/NBP/2026,2026-03-02,2026-02-27,NOK,korona norweska,,0.3717,0.3793
C,041/C/NBP/2026,2026-03-02,2026-02-27,SEK,korona szwedzka,,0.391,0.3988
C,041/C/NBP/2026,2026-03-02,2026-02-27,USD,dolar amerykański,,3.5438,3.6154
C,041/C/NBP/2026,2026-03-02,2026-02-27,XDR,SDR (MFW),,4.8681,4.9665
A,042/A/NBP/2026,2026-03-03,,AUD,dolar australijski,2.5923,,
A,042/A/NBP/2026,2026-03-03,,BRL,real (Brazylia),0.712,,
A,042/A/NBP/2026,2026-03-03,,CAD,dolar kanadyjski,2.6876,,
A,042/A/NBP/2026,2026-03-03,,CHF,frank szwajcarski,4.6853,,
A,042/A/NBP/2026,2026-03-03,,CLP,peso chilijskie,0.004175,,
A,042/A/NBP/2026,2026-03-03,,CNY,yuan renminbi (Chiny),0.5336,,
A,042/A/NBP/2026,2026-03-03,,CZK,korona czeska,0.1755,,
A,042/A/NBP/2026,2026-03-03,,DKK,korona duńska,0.572,,
A,042/A/NBP/2026,2026-03-03,,EUR,euro,4.2732,,
A,042/A/NBP/2026,2026-03-03,,GBP,funt szterling,4.8962,,
A,042/A/NBP/2026,2026-03-03,,HKD,dolar Hongkongu,0.4715,,
A,042/A/NBP/2026,2026-03-03,,HUF,forint (Węgry),0.011089,,
A,042/A/NBP/2026,2026-03-03,,IDR,rupia indonezyjska,0.00021845,,
A,042/A/NBP/2026,2026-03-03,,ILS,nowy izraelski szekel,1.1869,,
A,042/A/NBP/2026,2026-03-03,,INR,rupia indyjska,0.039979,,
A,042/A/NBP/2026,2026-03-03,,ISK,korona islandzka,0.029737,,
A,042/A/NBP/2026,2026-03-03,,JPY,jen (Japonia),0.023353,,
A,042/A/NBP/2026,2026-03-03,,KRW,won południowokoreański,0.002492,,
A,042/A/NBP/2026,2026-03-03,,MXN,peso meksykańskie,0.2106,,
A,042/A/NBP/2026,2026-03-03,,MYR,ringgit (Malezja),0.9331,,
A,042/A/NBP/2026,2026-03-03,,NOK,korona norweska,0.3807,,
A,042/A/NBP/2026,2026-03-03,,NZD,dolar nowozelandzki,2.1685,,
A,042/A/NBP/2026,2026-03-03,,PHP,peso filipińskie,0.063,,
A,042/A/NBP/2026,2026-03-03,,RON,lej rumuński,0.8329,,
A,042/A/NBP/2026,2026-03-03,,SEK,korona szwedzka,0.3984,,
A,042/A/NBP/2026,2026-03-03,,SGD,dolar singapurski,2.8814,,
A,042/A/NBP/2026,2026-03-03,,THB,bat (Tajlandia),0.1162,,
A,042/A/NBP/2026,2026-03-03,,TRY,lira turecka,0.0836,,
A,042/A/NBP/2026,2026-03-03,,UAH,hrywna (Ukraina),0.0846,,
A,042/A/NBP/2026,2026-03-03,,USD,dolar amerykański,3.682,,
A,042/A/NBP/2026,2026-03-03,,XDR,SDR (MFW),5.0066,,
A,042/A/NBP/2026,2026-03-03,,ZAR,rand (Republika Południowej Afryki),0.2258,,
C,042/C/NBP/2026,2026-03-03,2026-03-02,AUD,dolar australijski,,2.5347,2.5859
C,042/C/NBP/2026,2026-03-03,2026-03-02,CAD,dolar kanadyjski,,2.6189,2.6719
C,042/C/NBP/2026,2026-03-03,2026-03-02,CHF,frank szwajcarski,,4.6027,4.6957
C,042/C/NBP/2026,2026-03-03,2026-03-02,CZK,korona czeska,,0.1729,0.1763
C,042/C/NBP/2026,2026-03-03,2026-03-02,DKK,korona duńska,,0.5616,0.573
C,042/C/NBP/2026,2026-03-03,2026-03-02,EUR,euro,,4.1965,4.2813
C,042/C/NBP/2026,2026-03-03,2026-03-02,GBP,funt szterling,,4.8037,4.9007
C,042/C/NBP/2026,2026-03-03,2026-03-02,HUF,forint (Węgry),,0.011036,0.011258
C,042/C/NBP/2026,2026-03-03,2026-03-02,JPY,jen (Japonia),,0.022741,0.023201
C,042/C/NBP/2026,2026-03-03,2026-03-02,NOK,korona norweska,,0.3744,0.382
C,042/C/NBP/2026,2026-03-03,2026-03-02,SEK,korona szwedzka,,0.3923,0.4003
C,042/C/NBP/2026,2026-03-03,2026-03-02,USD,dolar amerykański,,3.5826,3.655
C,042/C/NBP/2026,2026-03-03,2026-03-02,XDR,SDR (MFW),,4.8871,4.9859
A,043/A/NBP/2026,2026-03-04,,AUD,dolar australijski,2.588,,
A,043/A/NBP/2026,2026-03-04,,BRL,real (Brazylia),0.6969,,
A,043/A/NBP/2026,2026-03-04,,CAD,dolar kanadyjski,2.6888,,
A,043/A/NBP/2026,2026-03-04,,CHF,frank szwajcarski,4.6935,,
A,043/A/NBP/2026,2026-03-04,,CLP,peso chilijskie,0.004046,,
A,043/A/NBP/2026,2026-03-04,,CNY,yuan renminbi (Chiny),0.5319,,
A,043/A/NBP/2026,2026-03-04,,CZK,korona czeska,0.1751,,
A,043/A/NBP/2026,2026-03-04,,DKK,korona duńska,0.5713,,
A,043/A/NBP/2026,2026-03-04,,EUR,euro,4.2685,,
A,043/A/NBP/2026,2026-03-04,,GBP,funt szterling,4.9125,,
A,043/A/NBP/2026,2026-03-04,,HKD,dolar Hongkongu,0.4703,,
A,043/A/NBP/2026,2026-03-04,,HUF,forint (Węgry),0.011059,,
A,043/A/NBP/2026,2026-03-04,,IDR,rupia indonezyjska,0.00021777,,
A,043/A/NBP/2026,2026-03-04,,ILS,nowy izraelski szekel,1.1925,,
A,043/A/NBP/2026,2026-03-04,,INR,rupia indyjska,0.039922,,
